iter	Passed	Remaining
1665	200042	16089
1666	200183	15971
1667	200301	15851
1668	200458	15734
1669	200586	15614
1670	200754	15498
1671	200865	15377
1672	201004	15258
1673	201132	15139
1674	201258	15019
1675	201379	14899
1676	201501	14779
1677	201606	14657
1678	201722	14537
1679	201830	14416
1680	201961	14297
1681	202075	14176
1682	202201	14056
1683	202314	13936
1684	202425	13815
1685	202576	13697
1686	202720	13578
1687	202851	13459
1688	202982	13339
1689	203103	13219
1690	203240	13100
1691	203381	12981
1692	203500	12861
1693	203604	12740
1694	203706	12618
1695	203812	12497
1696	203939	12378
1697	204079	12259
1698	204184	12138
1699	204288	12016
1700	204391	11895
1701	204537	11777
1702	204668	11657
1703	204792	11537
1704	204918	11417
1705	205051	11298
1706	205191	11179
1707	205324	11059
1708	205448	10939
1709	205557	10818
1710	205681	10698
1711	205798	10578
1712	205922	10458
1713	206045	10338
1714	206171	10218
1715	206298	10098
1716	206422	9978
1717	206548	9858
1718	206691	9739
1719	206822	9619
1720	206947	9499
1721	207066	9379
1722	207206	9259
1723	207333	9139
1724	207454	9019
1725	207551	8898
1726	207658	8777
1727	207768	8657
1728	207896	8537
1729	208012	8416
1730	208135	8296
1731	208253	8176
1732	208389	8056
1733	208521	7936
1734	208655	7817
1735	208777	7696
1736	208920	7577
1737	209048	7457
1738	209189	7337
1739	209316	7217
1740	209498	7099
1741	209674	6981
1742	209849	6862
1743	209999	6743
1744	210134	6623
1745	210273	6503
1746	210405	6383
1747	210562	6263
1748	210702	6143
1749	210856	6024
1750	210997	5904
1751	211158	5785
1752	211283	5664
1753	211411	5544
1754	211533	5423
1755	211658	5303
1756	211792	5183
1757	211929	5063
1758	212051	4942
1759	212165	4821
1760	212269	4701
1761	212417	4581
1762	212558	4460
1763	212691	4340
1764	212838	4220
1765	212971	4100
1766	213107	3979
1767	213244	3859
1768	213365	3739
1769	213469	3618
1770	213597	3497
1771	213714	3376
1772	213839	3256
1773	213958	3135
1774	214070	3015
1775	214204	2894
1776	214321	2773
1777	214450	2653
1778	214581	2533
1779	214711	2412
1780	214844	2291
1781	214952	2171
1782	215067	2050
1783	215201	1930
1784	215335	1809
1785	215445	1688
1786	215559	1568
1787	215675	1447
1788	215806	1326
1789	215928	1206
1790	216081	1085
1791	216203	965
1792	216352	844
1793	216508	724
1794	216669	603
1795	216794	482
1796	216947	362
1797	217077	241
1798	217209	120
1799	217343	0
